Catalog Num,Course Level,Grade Group,Section,Subject,sumHeadcount
1000,1000-1999,E,1,ME EN - Mechanical Engineering,1
1000,1000-1999,D,1,ME EN - Mechanical Engineering,1
1000,1000-1999,C,1,ME EN - Mechanical Engineering,2
1000,1000-1999,B,1,ME EN - Mechanical Engineering,8
1000,1000-1999,A,1,ME EN - Mechanical Engineering,32
1005,1000-1999,A,1,ME EN - Mechanical Engineering,ds
1010,1000-1999,W,1,ME EN - Mechanical Engineering,11
1010,1000-1999,E,1,ME EN - Mechanical Engineering,4
1010,1000-1999,D,1,ME EN - Mechanical Engineering,10
1010,1000-1999,C,1,ME EN - Mechanical Engineering,21
1010,1000-1999,B,1,ME EN - Mechanical Engineering,40
1010,1000-1999,A,1,ME EN - Mechanical Engineering,56
2010,2000-2999,Other,1,ME EN - Mechanical Engineering,1
2010,2000-2999,W,1,ME EN - Mechanical Engineering,7
2010,2000-2999,E,1,ME EN - Mechanical Engineering,9
2010,2000-2999,D,1,ME EN - Mechanical Engineering,30
2010,2000-2999,C,1,ME EN - Mechanical Engineering,28
2010,2000-2999,B,1,ME EN - Mechanical Engineering,43
2010,2000-2999,A,1,ME EN - Mechanical Engineering,34
2030,2000-2999,W,1,ME EN - Mechanical Engineering,1
2030,2000-2999,E,1,ME EN - Mechanical Engineering,1
2030,2000-2999,D,1,ME EN - Mechanical Engineering,4
2030,2000-2999,C,1,ME EN - Mechanical Engineering,19
2030,2000-2999,B,1,ME EN - Mechanical Engineering,33
2030,2000-2999,A,1,ME EN - Mechanical Engineering,23
2450,2000-2999,Other,1,ME EN - Mechanical Engineering,1
2450,2000-2999,W,1,ME EN - Mechanical Engineering,3
2450,2000-2999,E,1,ME EN - Mechanical Engineering,3
2450,2000-2999,D,1,ME EN - Mechanical Engineering,3
2450,2000-2999,C,1,ME EN - Mechanical Engineering,4
2450,2000-2999,B,1,ME EN - Mechanical Engineering,35
2450,2000-2999,A,1,ME EN - Mechanical Engineering,39
2550,2000-2999,W,1,ME EN - Mechanical Engineering,2
2550,2000-2999,E,1,ME EN - Mechanical Engineering,1
2550,2000-2999,D,1,ME EN - Mechanical Engineering,4
2550,2000-2999,C,1,ME EN - Mechanical Engineering,10
2550,2000-2999,B,1,ME EN - Mechanical Engineering,60
2550,2000-2999,A,1,ME EN - Mechanical Engineering,25
2650,2000-2999,W,1,ME EN - Mechanical Engineering,3
2650,2000-2999,E,1,ME EN - Mechanical Engineering,11
2650,2000-2999,D,1,ME EN - Mechanical Engineering,12
2650,2000-2999,C,1,ME EN - Mechanical Engineering,31
2650,2000-2999,B,1,ME EN - Mechanical Engineering,21
2650,2000-2999,A,1,ME EN - Mechanical Engineering,16
2960,2000-2999,E,1,ME EN - Mechanical Engineering,1
2960,2000-2999,A,3,ME EN - Mechanical Engineering,6
2960,2000-2999,A,2,ME EN - Mechanical Engineering,ds
2960,2000-2999,A,1,ME EN - Mechanical Engineering,5
3000,3000-3999,E,1,ME EN - Mechanical Engineering,14
3000,3000-3999,D,1,ME EN - Mechanical Engineering,8
3000,3000-3999,C,1,ME EN - Mechanical Engineering,29
3000,3000-3999,B,1,ME EN - Mechanical Engineering,41
3000,3000-3999,A,1,ME EN - Mechanical Engineering,26
3210,3000-3999,Other,1,ME EN - Mechanical Engineering,1
3210,3000-3999,D,1,ME EN - Mechanical Engineering,1
