Catalog Num,Course Level,Grade Group,Section,Subject,sumHeadcount
1000,1000-1999,Other,1,ME EN - Mechanical Engineering,1
1000,1000-1999,W,9,ME EN - Mechanical Engineering,2
1000,1000-1999,W,1,ME EN - Mechanical Engineering,1
1000,1000-1999,E,9,ME EN - Mechanical Engineering,1
1000,1000-1999,E,5,ME EN - Mechanical Engineering,1
1000,1000-1999,D,1,ME EN - Mechanical Engineering,3
1000,1000-1999,C,9,ME EN - Mechanical Engineering,3
1000,1000-1999,C,5,ME EN - Mechanical Engineering,3
1000,1000-1999,C,1,ME EN - Mechanical Engineering,2
1000,1000-1999,B,9,ME EN - Mechanical Engineering,13
1000,1000-1999,B,5,ME EN - Mechanical Engineering,19
1000,1000-1999,B,1,ME EN - Mechanical Engineering,26
1000,1000-1999,A,9,ME EN - Mechanical Engineering,45
1000,1000-1999,A,5,ME EN - Mechanical Engineering,46
1000,1000-1999,A,1,ME EN - Mechanical Engineering,35
1005,1000-1999,Other,1,ME EN - Mechanical Engineering,1
1005,1000-1999,W,1,ME EN - Mechanical Engineering,1
1005,1000-1999,E,1,ME EN - Mechanical Engineering,1
1005,1000-1999,C,1,ME EN - Mechanical Engineering,1
1005,1000-1999,A,1,ME EN - Mechanical Engineering,5
1010,1000-1999,W,1,ME EN - Mechanical Engineering,5
1010,1000-1999,E,1,ME EN - Mechanical Engineering,3
1010,1000-1999,D,1,ME EN - Mechanical Engineering,6
1010,1000-1999,C,1,ME EN - Mechanical Engineering,8
1010,1000-1999,B,1,ME EN - Mechanical Engineering,17
1010,1000-1999,A,1,ME EN - Mechanical Engineering,26
2010,2000-2999,Other,1,ME EN - Mechanical Engineering,1
2010,2000-2999,W,1,ME EN - Mechanical Engineering,6
2010,2000-2999,E,1,ME EN - Mechanical Engineering,12
2010,2000-2999,D,1,ME EN - Mechanical Engineering,11
2010,2000-2999,C,1,ME EN - Mechanical Engineering,39
2010,2000-2999,B,1,ME EN - Mechanical Engineering,33
2010,2000-2999,A,1,ME EN - Mechanical Engineering,22
2030,2000-2999,D,1,ME EN - Mechanical Engineering,2
2030,2000-2999,C,1,ME EN - Mechanical Engineering,26
2030,2000-2999,B,1,ME EN - Mechanical Engineering,32
2030,2000-2999,A,1,ME EN - Mechanical Engineering,24
2450,2000-2999,W,1,ME EN - Mechanical Engineering,4
2450,2000-2999,E,1,ME EN - Mechanical Engineering,3
2450,2000-2999,D,1,ME EN - Mechanical Engineering,1
2450,2000-2999,C,1,ME EN - Mechanical Engineering,19
2450,2000-2999,B,1,ME EN - Mechanical Engineering,42
2450,2000-2999,A,1,ME EN - Mechanical Engineering,46
2550,2000-2999,Other,1,ME EN - Mechanical Engineering,1
2550,2000-2999,W,1,ME EN - Mechanical Engineering,2
2550,2000-2999,E,1,ME EN - Mechanical Engineering,1
2550,2000-2999,D,1,ME EN - Mechanical Engineering,2
2550,2000-2999,C,1,ME EN - Mechanical Engineering,18
2550,2000-2999,B,1,ME EN - Mechanical Engineering,39
2550,2000-2999,A,1,ME EN - Mechanical Engineering,15
2650,2000-2999,W,1,ME EN - Mechanical Engineering,1
2650,2000-2999,D,1,ME EN - Mechanical Engineering,2
2650,2000-2999,C,1,ME EN - Mechanical Engineering,7
2650,2000-2999,B,1,ME EN - Mechanical Engineering,45
2650,2000-2999,A,1,ME EN - Mechanical Engineering,42
2950,2000-2999,Other,1,ME EN - Mechanical Engineering,ds
2950,2000-2999,W,1,ME EN - Mechanical Engineering,ds
2950,2000-2999,A,1,ME EN - Mechanical Engineering,ds
2960,2000-2999,E,1,ME EN - Mechanical Engineering,1
2960,2000-2999,B,3,ME EN - Mechanical Engineering,1
2960,2000-2999,B,2,ME EN - Mechanical Engineering,1
2960,2000-2999,A,3,ME EN - Mechanical Engineering,5
