Catalog Num,Course Level,Grade Group,Section,Subject,sumHeadcount
1000,1000-1999,W,2,ME EN - Mechanical Engineering,1
1000,1000-1999,E,12,ME EN - Mechanical Engineering,2
1000,1000-1999,D,1,ME EN - Mechanical Engineering,1
1000,1000-1999,C,12,ME EN - Mechanical Engineering,1
1000,1000-1999,C,2,ME EN - Mechanical Engineering,1
1000,1000-1999,C,1,ME EN - Mechanical Engineering,2
1000,1000-1999,B,12,ME EN - Mechanical Engineering,10
1000,1000-1999,B,2,ME EN - Mechanical Engineering,11
1000,1000-1999,B,1,ME EN - Mechanical Engineering,11
1000,1000-1999,A,12,ME EN - Mechanical Engineering,39
1000,1000-1999,A,2,ME EN - Mechanical Engineering,47
1000,1000-1999,A,1,ME EN - Mechanical Engineering,45
1005,1000-1999,A,1,ME EN - Mechanical Engineering,5
1010,1000-1999,W,1,ME EN - Mechanical Engineering,3
1010,1000-1999,E,1,ME EN - Mechanical Engineering,3
1010,1000-1999,C,1,ME EN - Mechanical Engineering,5
1010,1000-1999,B,1,ME EN - Mechanical Engineering,19
1010,1000-1999,A,1,ME EN - Mechanical Engineering,36
2010,2000-2999,W,1,ME EN - Mechanical Engineering,8
2010,2000-2999,E,1,ME EN - Mechanical Engineering,9
2010,2000-2999,D,1,ME EN - Mechanical Engineering,4
2010,2000-2999,C,1,ME EN - Mechanical Engineering,45
2010,2000-2999,B,1,ME EN - Mechanical Engineering,37
2010,2000-2999,A,1,ME EN - Mechanical Engineering,34
2030,2000-2999,W,1,ME EN - Mechanical Engineering,2
2030,2000-2999,E,1,ME EN - Mechanical Engineering,2
2030,2000-2999,D,1,ME EN - Mechanical Engineering,2
2030,2000-2999,C,1,ME EN - Mechanical Engineering,17
2030,2000-2999,B,1,ME EN - Mechanical Engineering,31
2030,2000-2999,A,1,ME EN - Mechanical Engineering,14
2300,2000-2999,W,1,ME EN - Mechanical Engineering,1
2300,2000-2999,E,1,ME EN - Mechanical Engineering,1
2300,2000-2999,D,1,ME EN - Mechanical Engineering,1
2300,2000-2999,C,1,ME EN - Mechanical Engineering,5
2300,2000-2999,B,90,ME EN - Mechanical Engineering,ds
2300,2000-2999,B,1,ME EN - Mechanical Engineering,6
2450,2000-2999,W,1,ME EN - Mechanical Engineering,4
2450,2000-2999,E,1,ME EN - Mechanical Engineering,4
2450,2000-2999,D,1,ME EN - Mechanical Engineering,2
2450,2000-2999,C,1,ME EN - Mechanical Engineering,20
2450,2000-2999,B,1,ME EN - Mechanical Engineering,54
2450,2000-2999,A,1,ME EN - Mechanical Engineering,31
2650,2000-2999,W,1,ME EN - Mechanical Engineering,3
2650,2000-2999,D,1,ME EN - Mechanical Engineering,3
2650,2000-2999,C,1,ME EN - Mechanical Engineering,4
2650,2000-2999,B,1,ME EN - Mechanical Engineering,38
2650,2000-2999,A,1,ME EN - Mechanical Engineering,28
2960,2000-2999,W,3,ME EN - Mechanical Engineering,1
2960,2000-2999,B,1,ME EN - Mechanical Engineering,1
2960,2000-2999,A,3,ME EN - Mechanical Engineering,5
2960,2000-2999,A,2,ME EN - Mechanical Engineering,6
2960,2000-2999,A,1,ME EN - Mechanical Engineering,5
3000,3000-3999,D,1,ME EN - Mechanical Engineering,4
3000,3000-3999,C,1,ME EN - Mechanical Engineering,20
3000,3000-3999,B,1,ME EN - Mechanical Engineering,50
3000,3000-3999,A,1,ME EN - Mechanical Engineering,13
3200,3000-3999,E,1,ME EN - Mechanical Engineering,1
3200,3000-3999,D,1,ME EN - Mechanical Engineering,3
3200,3000-3999,C,1,ME EN - Mechanical Engineering,19
3200,3000-3999,B,1,ME EN - Mechanical Engineering,76
3200,3000-3999,A,1,ME EN - Mechanical Engineering,24
3210,3000-3999,E,1,ME EN - Mechanical Engineering,3
3210,3000-3999,D,1,ME EN - Mechanical Engineering,7
3210,3000-3999,C,1,ME EN - Mechanical Engineering,17
3210,3000-3999,B,1,ME EN - Mechanical Engineering,25
3210,3000-3999,A,1,ME EN - Mechanical Engineering,7
3300,3000-3999,W,1,ME EN - Mechanical Engineering,2
3300,3000-3999,E,1,ME EN - Mechanical Engineering,3
3300,3000-3999,D,1,ME EN - Mechanical Engineering,2
3300,3000-3999,C,1,ME EN - Mechanical Engineering,22
3300,3000-3999,B,1,ME EN - Mechanical Engineering,62
3300,3000-3999,A,1,ME EN - Mechanical Engineering,27
3400,3000-3999,C,1,ME EN - Mechanical Engineering,1
3400,3000-3999,B,1,ME EN - Mechanical Engineering,6
3400,3000-3999,A,1,ME EN - Mechanical Engineering,4
3600,3000-3999,W,1,ME EN - Mechanical Engineering,3
3600,3000-3999,E,1,ME EN - Mechanical Engineering,6
3600,3000-3999,D,1,ME EN - Mechanical Engineering,9
3600,3000-3999,C,1,ME EN - Mechanical Engineering,29
3600,3000-3999,B,1,ME EN - Mechanical Engineering,57
3600,3000-3999,A,1,ME EN - Mechanical Engineering,30
3650,3000-3999,D,1,ME EN - Mechanical Engineering,5
3650,3000-3999,C,1,ME EN - Mechanical Engineering,17
3650,3000-3999,B,1,ME EN - Mechanical Engineering,31
3650,3000-3999,A,1,ME EN - Mechanical Engineering,13
3700,3000-3999,E,1,ME EN - Mechanical Engineering,1
3700,3000-3999,D,1,ME EN - Mechanical Engineering,2
3700,3000-3999,C,1,ME EN - Mechanical Engineering,15
3700,3000-3999,B,1,ME EN - Mechanical Engineering,67
3700,3000-3999,A,1,ME EN - Mechanical Engineering,33
3900,3000-3999,Other,1,ME EN - Mechanical Engineering,193
3900,3000-3999,W,1,ME EN - Mechanical Engineering,1
3950,3000-3999,B,3,ME EN - Mechanical Engineering,ds
4000,4000-4999,Other,1,ME EN - Mechanical Engineering,1
4000,4000-4999,B,1,ME EN - Mechanical Engineering,18
4000,4000-4999,A,1,ME EN - Mechanical Engineering,113
4010,4000-4999,C,1,ME EN - Mechanical Engineering,22
4010,4000-4999,B,1,ME EN - Mechanical Engineering,10
4010,4000-4999,A,1,ME EN - Mechanical Engineering,9
4999,4000-4999,Other,1,ME EN - Mechanical Engineering,ds
5060,5000-5999,C,1,ME EN - Mechanical Engineering,1
5060,5000-5999,B,1,ME EN - Mechanical Engineering,5
5060,5000-5999,A,1,ME EN - Mechanical Engineering,12
5200,5000-5999,D,1,ME EN - Mechanical Engineering,1
