Catalog Num,Course Level,Grade Group,Section,Subject,sumHeadcount
1000,1000-1999,W,1,ME EN - Mechanical Engineering,1
1000,1000-1999,D,1,ME EN - Mechanical Engineering,1
1000,1000-1999,C,1,ME EN - Mechanical Engineering,4
1000,1000-1999,B,1,ME EN - Mechanical Engineering,13
1000,1000-1999,A,1,ME EN - Mechanical Engineering,7
1005,1000-1999,D,1,ME EN - Mechanical Engineering,1
1005,1000-1999,B,1,ME EN - Mechanical Engineering,3
1005,1000-1999,A,1,ME EN - Mechanical Engineering,4
1010,1000-1999,W,1,ME EN - Mechanical Engineering,5
1010,1000-1999,E,1,ME EN - Mechanical Engineering,7
1010,1000-1999,D,1,ME EN - Mechanical Engineering,14
1010,1000-1999,C,1,ME EN - Mechanical Engineering,22
1010,1000-1999,B,1,ME EN - Mechanical Engineering,53
1010,1000-1999,A,1,ME EN - Mechanical Engineering,32
1300,1000-1999,Other,1,ME EN - Mechanical Engineering,1
1300,1000-1999,W,1,ME EN - Mechanical Engineering,11
1300,1000-1999,E,1,ME EN - Mechanical Engineering,12
1300,1000-1999,D,1,ME EN - Mechanical Engineering,7
1300,1000-1999,C,1,ME EN - Mechanical Engineering,57
1300,1000-1999,B,1,ME EN - Mechanical Engineering,46
1300,1000-1999,A,1,ME EN - Mechanical Engineering,50
2020,2000-2999,D,1,ME EN - Mechanical Engineering,2
2020,2000-2999,C,1,ME EN - Mechanical Engineering,3
2020,2000-2999,B,1,ME EN - Mechanical Engineering,9
2020,2000-2999,A,1,ME EN - Mechanical Engineering,7
2080,2000-2999,W,1,ME EN - Mechanical Engineering,2
2080,2000-2999,D,1,ME EN - Mechanical Engineering,2
2080,2000-2999,C,1,ME EN - Mechanical Engineering,17
2080,2000-2999,B,1,ME EN - Mechanical Engineering,31
2080,2000-2999,A,1,ME EN - Mechanical Engineering,22
2300,2000-2999,Other,1,ME EN - Mechanical Engineering,1
2300,2000-2999,W,1,ME EN - Mechanical Engineering,1
2300,2000-2999,E,1,ME EN - Mechanical Engineering,10
2300,2000-2999,D,1,ME EN - Mechanical Engineering,3
2300,2000-2999,C,1,ME EN - Mechanical Engineering,16
2300,2000-2999,B,1,ME EN - Mechanical Engineering,21
2300,2000-2999,A,1,ME EN - Mechanical Engineering,43
2450,2000-2999,E,1,ME EN - Mechanical Engineering,5
2450,2000-2999,D,1,ME EN - Mechanical Engineering,1
2450,2000-2999,C,1,ME EN - Mechanical Engineering,8
2450,2000-2999,B,1,ME EN - Mechanical Engineering,13
2450,2000-2999,A,1,ME EN - Mechanical Engineering,10
2650,2000-2999,W,1,ME EN - Mechanical Engineering,2
2650,2000-2999,D,1,ME EN - Mechanical Engineering,2
2650,2000-2999,C,1,ME EN - Mechanical Engineering,21
2650,2000-2999,B,1,ME EN - Mechanical Engineering,63
2650,2000-2999,A,1,ME EN - Mechanical Engineering,51
2950,2000-2999,B,2,ME EN - Mechanical Engineering,3
2950,2000-2999,A,3,ME EN - Mechanical Engineering,ds
2950,2000-2999,A,2,ME EN - Mechanical Engineering,5
2960,2000-2999,Other,2,ME EN - Mechanical Engineering,1
2960,2000-2999,A,3,ME EN - Mechanical Engineering,5
2960,2000-2999,A,2,ME EN - Mechanical Engineering,4
2960,2000-2999,A,1,ME EN - Mechanical Engineering,ds
3000,3000-3999,W,1,ME EN - Mechanical Engineering,3
3000,3000-3999,E,1,ME EN - Mechanical Engineering,16
3000,3000-3999,D,1,ME EN - Mechanical Engineering,11
3000,3000-3999,C,1,ME EN - Mechanical Engineering,45
3000,3000-3999,B,1,ME EN - Mechanical Engineering,52
3000,3000-3999,A,1,ME EN - Mechanical Engineering,25
3200,3000-3999,W,1,ME EN - Mechanical Engineering,1
3200,3000-3999,E,1,ME EN - Mechanical Engineering,1
3200,3000-3999,D,1,ME EN - Mechanical Engineering,1
3200,3000-3999,C,1,ME EN - Mechanical Engineering,8
3200,3000-3999,B,1,ME EN - Mechanical Engineering,18
3200,3000-3999,A,1,ME EN - Mechanical Engineering,8
3210,3000-3999,E,1,ME EN - Mechanical Engineering,5
3210,3000-3999,D,1,ME EN - Mechanical Engineering,25
3210,3000-3999,C,1,ME EN - Mechanical Engineering,32
3210,3000-3999,B,1,ME EN - Mechanical Engineering,73
3210,3000-3999,A,1,ME EN - Mechanical Engineering,34
3300,3000-3999,W,1,ME EN - Mechanical Engineering,1
