Catalog Num,Course Level,Grade Group,Section,Subject,sumHeadcount
2950,2000-2999,A,2,ME EN - Mechanical Engineering,8
2960,2000-2999,W,2,ME EN - Mechanical Engineering,1
2960,2000-2999,W,1,ME EN - Mechanical Engineering,1
2960,2000-2999,A,3,ME EN - Mechanical Engineering,8
2960,2000-2999,A,2,ME EN - Mechanical Engineering,8
2960,2000-2999,A,1,ME EN - Mechanical Engineering,7
3000,3000-3999,E,1,ME EN - Mechanical Engineering,13
3000,3000-3999,D,1,ME EN - Mechanical Engineering,20
3000,3000-3999,C,1,ME EN - Mechanical Engineering,46
3000,3000-3999,B,1,ME EN - Mechanical Engineering,44
3000,3000-3999,A,1,ME EN - Mechanical Engineering,42
3210,3000-3999,W,1,ME EN - Mechanical Engineering,2
3210,3000-3999,E,1,ME EN - Mechanical Engineering,1
3210,3000-3999,D,1,ME EN - Mechanical Engineering,20
3210,3000-3999,C,1,ME EN - Mechanical Engineering,46
3210,3000-3999,B,1,ME EN - Mechanical Engineering,59
3210,3000-3999,A,1,ME EN - Mechanical Engineering,23
3300,3000-3999,W,1,ME EN - Mechanical Engineering,1
3300,3000-3999,E,1,ME EN - Mechanical Engineering,2
3300,3000-3999,D,1,ME EN - Mechanical Engineering,1
3300,3000-3999,C,1,ME EN - Mechanical Engineering,12
3300,3000-3999,B,1,ME EN - Mechanical Engineering,31
3300,3000-3999,A,1,ME EN - Mechanical Engineering,20
3600,3000-3999,Other,1,ME EN - Mechanical Engineering,1
3600,3000-3999,W,1,ME EN - Mechanical Engineering,2
3600,3000-3999,E,1,ME EN - Mechanical Engineering,4
3600,3000-3999,D,1,ME EN - Mechanical Engineering,2
3600,3000-3999,C,1,ME EN - Mechanical Engineering,8
3600,3000-3999,B,1,ME EN - Mechanical Engineering,27
3600,3000-3999,A,1,ME EN - Mechanical Engineering,14
3650,3000-3999,W,1,ME EN - Mechanical Engineering,1
3650,3000-3999,E,1,ME EN - Mechanical Engineering,6
3650,3000-3999,D,1,ME EN - Mechanical Engineering,17
3650,3000-3999,C,1,ME EN - Mechanical Engineering,59
3650,3000-3999,B,1,ME EN - Mechanical Engineering,35
3650,3000-3999,A,1,ME EN - Mechanical Engineering,31
3700,3000-3999,W,1,ME EN - Mechanical Engineering,1
3700,3000-3999,D,1,ME EN - Mechanical Engineering,1
3700,3000-3999,C,1,ME EN - Mechanical Engineering,4
3700,3000-3999,B,1,ME EN - Mechanical Engineering,13
3700,3000-3999,A,1,ME EN - Mechanical Engineering,1
3950,3000-3999,A,4,ME EN - Mechanical Engineering,ds
4010,4000-4999,C,1,ME EN - Mechanical Engineering,14
4010,4000-4999,B,1,ME EN - Mechanical Engineering,45
4010,4000-4999,A,1,ME EN - Mechanical Engineering,59
4999,4000-4999,A,1,ME EN - Mechanical Engineering,ds
5040,5000-5999,B,1,ME EN - Mechanical Engineering,23
5040,5000-5999,A,1,ME EN - Mechanical Engineering,9
5050,5000-5999,B,1,ME EN - Mechanical Engineering,7
5050,5000-5999,A,1,ME EN - Mechanical Engineering,13
5060,5000-5999,E,1,ME EN - Mechanical Engineering,1
5060,5000-5999,C,1,ME EN - Mechanical Engineering,1
5060,5000-5999,B,1,ME EN - Mechanical Engineering,8
5060,5000-5999,A,1,ME EN - Mechanical Engineering,10
5110,5000-5999,C,1,ME EN - Mechanical Engineering,5
5110,5000-5999,B,1,ME EN - Mechanical Engineering,29
5110,5000-5999,A,1,ME EN - Mechanical Engineering,32
5210,5000-5999,B,1,ME EN - Mechanical Engineering,7
5210,5000-5999,A,1,ME EN - Mechanical Engineering,2
5230,5000-5999,B,1,ME EN - Mechanical Engineering,ds
5230,5000-5999,A,1,ME EN - Mechanical Engineering,ds
5410,5000-5999,W,1,ME EN - Mechanical Engineering,1
5410,5000-5999,C,1,ME EN - Mechanical Engineering,1
5410,5000-5999,B,1,ME EN - Mechanical Engineering,12
5410,5000-5999,A,1,ME EN - Mechanical Engineering,8
5520,5000-5999,E,1,ME EN - Mechanical Engineering,1
5520,5000-5999,D,1,ME EN - Mechanical Engineering,1
5520,5000-5999,C,1,ME EN - Mechanical Engineering,12
5520,5000-5999,B,1,ME EN - Mechanical Engineering,21
5520,5000-5999,A,1,ME EN - Mechanical Engineering,12
5540,5000-5999,W,1,ME EN - Mechanical Engineering,1
5540,5000-5999,B,1,ME EN - Mechanical Engineering,4
5710,5000-5999,B,1,ME EN - Mechanical Engineering,11
5710,5000-5999,A,1,ME EN - Mechanical Engineering,15
5820,5000-5999,B,1,ME EN - Mechanical Engineering,1
5820,5000-5999,A,1,ME EN - Mechanical Engineering,17
5910,5000-5999,Other,80,ME EN - Mechanical Engineering,ds
5910,5000-5999,Other,79,ME EN - Mechanical Engineering,16
5950,5000-5999,E,28,ME EN - Mechanical Engineering,ds
5950,5000-5999,A,27,ME EN - Mechanical Engineering,ds
5950,5000-5999,A,24,ME EN - Mechanical Engineering,ds
5950,5000-5999,A,22,ME EN - Mechanical Engineering,ds
5950,5000-5999,A,19,ME EN - Mechanical Engineering,ds
5960,5000-5999,A,5,ME EN - Mechanical Engineering,ds
5960,5000-5999,A,4,ME EN - Mechanical Engineering,ds
