Catalog Num,Course Level,Grade Group,Section,Subject,sumHeadcount
1000,1000-1999,W,1,ME EN - Mechanical Engineering,4
1000,1000-1999,E,1,ME EN - Mechanical Engineering,2
1000,1000-1999,D,1,ME EN - Mechanical Engineering,2
1000,1000-1999,C,1,ME EN - Mechanical Engineering,15
1000,1000-1999,B,1,ME EN - Mechanical Engineering,52
1000,1000-1999,A,1,ME EN - Mechanical Engineering,91
1005,1000-1999,E,1,ME EN - Mechanical Engineering,2
1005,1000-1999,B,1,ME EN - Mechanical Engineering,1
1005,1000-1999,A,1,ME EN - Mechanical Engineering,8
1010,1000-1999,W,1,ME EN - Mechanical Engineering,2
1010,1000-1999,E,1,ME EN - Mechanical Engineering,1
1010,1000-1999,D,1,ME EN - Mechanical Engineering,5
1010,1000-1999,C,1,ME EN - Mechanical Engineering,6
1010,1000-1999,B,1,ME EN - Mechanical Engineering,6
1010,1000-1999,A,1,ME EN - Mechanical Engineering,8
1300,1000-1999,W,1,ME EN - Mechanical Engineering,17
1300,1000-1999,E,1,ME EN - Mechanical Engineering,30
1300,1000-1999,D,1,ME EN - Mechanical Engineering,16
1300,1000-1999,C,1,ME EN - Mechanical Engineering,7
1300,1000-1999,B,1,ME EN - Mechanical Engineering,15
1300,1000-1999,A,1,ME EN - Mechanical Engineering,7
2020,2000-2999,B,1,ME EN - Mechanical Engineering,3
2020,2000-2999,A,1,ME EN - Mechanical Engineering,2
2080,2000-2999,C,1,ME EN - Mechanical Engineering,4
2080,2000-2999,B,1,ME EN - Mechanical Engineering,11
2080,2000-2999,A,1,ME EN - Mechanical Engineering,8
2300,2000-2999,W,1,ME EN - Mechanical Engineering,1
2300,2000-2999,E,90,ME EN - Mechanical Engineering,1
2300,2000-2999,E,1,ME EN - Mechanical Engineering,4
2300,2000-2999,D,1,ME EN - Mechanical Engineering,2
2300,2000-2999,C,90,ME EN - Mechanical Engineering,1
2300,2000-2999,C,1,ME EN - Mechanical Engineering,19
2300,2000-2999,B,90,ME EN - Mechanical Engineering,4
2300,2000-2999,B,1,ME EN - Mechanical Engineering,17
2300,2000-2999,A,1,ME EN - Mechanical Engineering,9
2450,2000-2999,D,1,ME EN - Mechanical Engineering,4
2450,2000-2999,C,1,ME EN - Mechanical Engineering,10
2450,2000-2999,B,1,ME EN - Mechanical Engineering,52
2450,2000-2999,A,1,ME EN - Mechanical Engineering,44
2650,2000-2999,E,1,ME EN - Mechanical Engineering,1
2650,2000-2999,D,1,ME EN - Mechanical Engineering,2
2650,2000-2999,C,1,ME EN - Mechanical Engineering,7
2650,2000-2999,B,1,ME EN - Mechanical Engineering,7
2655,2000-2999,B,5,ME EN - Mechanical Engineering,3
2655,2000-2999,B,4,ME EN - Mechanical Engineering,3
2655,2000-2999,B,3,ME EN - Mechanical Engineering,4
2655,2000-2999,B,1,ME EN - Mechanical Engineering,2
2655,2000-2999,A,5,ME EN - Mechanical Engineering,5
2655,2000-2999,A,4,ME EN - Mechanical Engineering,8
2655,2000-2999,A,3,ME EN - Mechanical Engineering,5
2655,2000-2999,A,2,ME EN - Mechanical Engineering,8
2655,2000-2999,A,1,ME EN - Mechanical Engineering,6
2950,2000-2999,E,2,ME EN - Mechanical Engineering,4
2950,2000-2999,C,2,ME EN - Mechanical Engineering,1
2950,2000-2999,B,3,ME EN - Mechanical Engineering,ds
2960,2000-2999,Other,1,ME EN - Mechanical Engineering,1
2960,2000-2999,A,3,ME EN - Mechanical Engineering,6
2960,2000-2999,A,2,ME EN - Mechanical Engineering,5
2960,2000-2999,A,1,ME EN - Mechanical Engineering,4
3000,3000-3999,W,1,ME EN - Mechanical Engineering,1
3000,3000-3999,E,1,ME EN - Mechanical Engineering,4
3000,3000-3999,D,1,ME EN - Mechanical Engineering,6
3000,3000-3999,C,1,ME EN - Mechanical Engineering,19
3000,3000-3999,B,1,ME EN - Mechanical Engineering,10
3000,3000-3999,A,1,ME EN - Mechanical Engineering,2
3200,3000-3999,W,1,ME EN - Mechanical Engineering,1
3200,3000-3999,E,1,ME EN - Mechanical Engineering,3
3200,3000-3999,C,1,ME EN - Mechanical Engineering,24
3200,3000-3999,B,1,ME EN - Mechanical Engineering,97
3200,3000-3999,A,1,ME EN - Mechanical Engineering,37
3300,3000-3999,W,1,ME EN - Mechanical Engineering,2
3300,3000-3999,E,1,ME EN - Mechanical Engineering,1
3300,3000-3999,D,1,ME EN - Mechanical Engineering,4
3300,3000-3999,C,1,ME EN - Mechanical Engineering,20
3300,3000-3999,B,1,ME EN - Mechanical Engineering,52
3300,3000-3999,A,1,ME EN - Mechanical Engineering,29
3600,3000-3999,Other,1,ME EN - Mechanical Engineering,1
3600,3000-3999,W,1,ME EN - Mechanical Engineering,3
3600,3000-3999,E,1,ME EN - Mechanical Engineering,7
3600,3000-3999,D,1,ME EN - Mechanical Engineering,7
3600,3000-3999,C,1,ME EN - Mechanical Engineering,33
3600,3000-3999,B,1,ME EN - Mechanical Engineering,46
3600,3000-3999,A,1,ME EN - Mechanical Engineering,36
3650,3000-3999,W,1,ME EN - Mechanical Engineering,1
3650,3000-3999,E,1,ME EN - Mechanical Engineering,4
3650,3000-3999,D,1,ME EN - Mechanical Engineering,1
3650,3000-3999,C,1,ME EN - Mechanical Engineering,11
3650,3000-3999,B,1,ME EN - Mechanical Engineering,11
3650,3000-3999,A,1,ME EN - Mechanical Engineering,7
3700,3000-3999,W,1,ME EN - Mechanical Engineering,2
3700,3000-3999,D,1,ME EN - Mechanical Engineering,3
3700,3000-3999,C,1,ME EN - Mechanical Engineering,6
3700,3000-3999,B,1,ME EN - Mechanical Engineering,91
3700,3000-3999,A,1,ME EN - Mechanical Engineering,42
